,めうえ,目上,0|3,名,长辈、上司,,,,
断ります,ことわる,断る,3,動Ⅰ,拒绝、谢绝,,他,,
引き受けます,ひきうける,引き受ける,4,動Ⅱ,接受,,他,,
,いんしょう,印象,0,名,印象,,,,
チェックします,チェックする,,1,動Ⅲ,检查、核对、再确认,check,他,,
,[お]すまい,[お]住まい,2|1,名,住宅、房子、住所,,,,
たたみます,たたむ,,0,動Ⅰ,折叠,,他,,
重ねます,かさねる,重ねる,0,動Ⅱ,重叠,,他,,
,いたばり,板張り,0,名,贴木板,,,,
,すあし,素足,1,名,光脚(没穿袜子)和「裸足/赤脚」不同，日语可以用「素足でサンダルを履く/光脚穿凉鞋」,,,,
使い分けます,使い分ける,つかいわける,5,動Ⅱ,区别使用,,他,,
,よさ,良さ,1,名,优点、好的地方,,,,
読み取ります,よみとる,読み取る,0|3|4,動Ⅰ,读懂,,他,,
,りょこうしゃ,旅行者,2,名,旅客、游客,,,,
,~しゃ,~者,-1,接尾,~者、~人,,,,
,もっとも,最も,3,副,最(相当于第一的意思),,,,
,ひじょうに,非常に,4|0,副,非常,,,,
,それほど,,0,接,那么、如此,,,,
代表します,だいひょうする,代表する,0,動Ⅲ,代表,,他,,
,せんたい,全体,0,副,全体,,,,
敷きます,しく,敷く,3,動Ⅰ,铺,畳·布団·座布団を敷く(たたみ·ぶとん·ざぶとん):铺榻榻米、被褥、座垫,他,,
,ちょうど,,0,副,正好、刚好、恰好,,,,
,なんまいも,何枚も,1,連語,好多张,,,,
つけます,つける,,2,動Ⅱ,命名、起名,名前をつける(なまえをつける):起名,他,,
,やまとことば,大和言葉,-1,名,日本固有语言,,,,
動かします,うごかす,動かす,3,動Ⅰ,搬动、移动、挪动,,,,
組み合わせます,くみあわせる,組み合わせる,5|0,動Ⅱ,组合,,他,,
,きゃくま,客間,0,名,客厅,,,,
,いま,居間,2,名,起居室,,,,
,しごとべや,仕事部屋,0,名,工作间,,,,
,ワラ,,1,名,稻草,,,,
,イグサ,,0,名,灯芯草(做榻榻米的草),,,,
呼吸します,こきゅうする,呼吸する,0,動Ⅲ,呼吸,,自,,
,しっけ,湿気,0,名,湿气、潮湿,,,,
取ります,とる,取る,1,動Ⅰ,除,湿気を取る(しっけをとる):除湿,他,,
,かいてき,快適,0,ナ形,舒适[的]、舒服[的],,,,
,せいけつ,清潔,0,ナ形,清洁[的]、整洁[的],,,,
,ほんぶん,本文,1,名,课文,,,,
,いっこだて,一戸建て,0,名,独门独院,,,,
,しょうがくせい,小学生,3|4,名,小学生,,,,
,にちじょうせいかつ,日常生活,-1,名,日常生活,,,,
,あのう、~ていただけないでしょうか。,,-1,,唉，能不能请您~？一边用「あのう」来表示犹豫的心情，一边说出难言的请求。,,,,
,なんとかおねがいできないでしょうか,何とかお願いできないでしょうか,-1,,能不能请您想想办法？明知难办，也希望对方能够给予帮助。,,,,
,うちでよければどうぞ,,-1,,如果我家可以的话，请来吧。,,,,
,おやくにたててよかったです,お役に立ててよかったです,-1,,能帮上你的忙，太好了。,,,,
,おあずかりします,お預かりします,-1,,先收下。,,,,
,むらかみはるき,村上春树,-1,,村上春树:小说家、翻译家。1949年出生。,,,,
,「ノルウェイのもり」,「ノルウェイの森」,-1,,《挪威的森林》:村上春树的代表作。(被翻译成许多国家的语言),,,,
,みなみたいへいよう,南太平洋,-1,,南太平洋,,,,
,トンガおうこく,トンガ王国,-1,,汤加王国,,,,
,バオバブ,,-1,,baobab猴面包树:原产于非洲的树木。,,,,
,マダガスカル,,-1,,马达加斯加,Madagascar,,,
,タタミゼ,,-1,,榻榻米迷:指在法国，那些生活上引人日本风格和文化氛围的人。,,,,
